city,station_name,lat,lon,utc_time,pm25,temp,blh,sp,wind_spd,rh,AOD
Delhi,"Sector - 125, Noida, UP - UPPCB",28.5447608,77.3231257,2026-01-07 14:00:00+00:00,176.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Nagpur,"Ram Nagar, Nagpur - MPCB",21.143383,79.048912,2026-02-14 01:30:00+00:00,108.29,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Delhi,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633,2025-10-09 21:45:00+00:00,54.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,2025-08-05 03:15:00+00:00,12.25,26.188043212890648,483.5849609375,100771.109375,2.6867012101087133,86.52289804173692,
Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2026-02-02 03:15:00+00:00,44.78,23.306024169921898,660.5836181640625,94096.9453125,5.351968596640679,90.36540426705358,
Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-09-02 23:30:00+00:00,19.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,2025-11-02 04:30:00+00:00,309.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908,2026-01-08 23:45:00+00:00,46.0,21.374383544921898,796.95849609375,91173.9453125,4.225358964327853,92.39654037436505,
Delhi,"Pusa, Delhi - IMD",28.639645,77.146263,2025-12-04 09:31:00+00:00,96.47083282470705,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,2025-09-11 19:30:00+00:00,62.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Sector - 5, Vasundhara, Ghaziabad, Uttar Pradesh ",28.658398,77.3780531,2025-11-14 04:00:00+00:00,325.9,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2025-08-10 17:45:00+00:00,38.97,29.304101562500023,138.76609802246094,97796.0390625,2.0261685055685774,80.13853965420545,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2025-11-06 12:45:00+00:00,63.14,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Nagpur,VNIT NAGPUR,21.123229,79.052856,2026-01-03 13:00:00+00:00,134.51966654459636,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145,2025-08-12 11:45:00+00:00,22.48,24.969995117187523,566.931396484375,90859.125,2.2269293284759057,75.50038193133936,
Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,2025-08-10 14:00:00+00:00,29.0,31.423364257812523,75.17582702636719,97695.984375,1.4765576023980564,75.06491698026517,
Delhi,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,2025-12-31 20:45:00+00:00,97.42,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2025-11-01 12:45:00+00:00,10.43,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2026-02-14 11:30:00+00:00,78.55,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2026-01-05 18:00:00+00:00,41.43,23.306024169921898,660.5836181640625,94096.9453125,5.351968596640679,90.36540426705358,
Delhi,"Rohini, Delhi - DPCC",28.732528,77.11992,2025-09-03 14:30:00+00:00,9.0,25.653680419921898,369.58349609375,97466.9453125,2.963705354330564,98.1763266762569,
Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2026-01-02 12:00:00+00:00,47.74,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2025-11-01 19:30:00+00:00,38.52,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Sector - 125, Noida, UP - UPPCB",28.5447608,77.3231257,2025-08-11 02:30:00+00:00,24.0,28.805078125000023,494.955810546875,97833.8125,3.142758344200101,83.60268611161692,
Delhi,"Rohini, Delhi - DPCC",28.732528,77.11992,2026-01-21 06:45:00+00:00,178.0,25.653680419921898,369.58349609375,97466.9453125,2.963705354330564,98.1763266762569,0.4679169058799743
Bengaluru,Koramangala,12.9370223,77.6115928,2026-02-06 22:00:00+00:00,42.9836664835612,21.374383544921898,796.95849609375,91173.9453125,4.225358964327853,92.39654037436505,
Delhi,"IGI Airport (T3), Delhi - IMD",28.5627763,77.1180053,2026-02-11 23:15:00+00:00,53.4,25.559930419921898,314.70849609375,97336.9453125,2.876974650774771,98.04961205161014,
Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,2026-03-02 02:45:00+00:00,116.4,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,2025-10-06 22:30:00+00:00,23.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,2025-08-07 04:30:00+00:00,24.0,31.982690429687523,738.19677734375,97885.890625,4.294956762305291,68.71455877742571,
Kolkata,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2025-12-03 09:00:00+00:00,51.43,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466,2026-01-08 15:45:00+00:00,87.23,21.374383544921898,796.95849609375,91173.9453125,4.225358964327853,92.39654037436505,
Mumbai,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,2026-01-20 21:00:00+00:00,37.07,25.743524169921898,518.70849609375,100250.9453125,3.368684028873759,95.40892446688406,
Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544898999999997,78.486949,2026-02-12 21:00:00+00:00,36.13,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Delhi,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,2025-11-19 01:15:00+00:00,94.62,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2025-10-10 05:00:00+00:00,79.67,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,2025-08-03 07:45:00+00:00,33.0,32.88271484375002,926.5458984375,97635.546875,4.356043682967267,67.99246933737612,
Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,2025-12-12 06:45:00+00:00,122.8,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,0.6847785711288452
Bhubaneswar,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2025-10-13 06:45:00+00:00,50.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2025-12-08 19:15:00+00:00,102.19,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,2025-10-12 23:30:00+00:00,71.1,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094,2025-08-12 21:30:00+00:00,10.76,20.379022216796898,634.986328125,91198.203125,3.7124291354041374,94.70597983047864,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2025-09-05 00:00:00+00:00,4.07,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2026-01-01 13:15:00+00:00,77.0,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2025-11-09 03:30:00+00:00,313.17,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,2025-09-06 05:15:00+00:00,20.87,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,2025-11-28 07:45:00+00:00,54.16,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217,2025-12-05 10:45:00+00:00,37.18,21.028680419921898,775.70849609375,90864.9453125,5.113400078265024,93.71764107265524,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2026-02-20 21:15:00+00:00,57.01,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2026-01-03 00:00:00+00:00,115.15,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Bhubaneswar,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2025-10-04 02:00:00+00:00,32.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Delhi,"Sector - 125, Noida, UP - UPPCB",28.5447608,77.3231257,2025-10-01 08:00:00+00:00,33.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2026-03-01 21:45:00+00:00,28.45,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2025-08-12 18:00:00+00:00,34.92,26.949365234375023,522.7236328125,100538.9921875,4.481172565009352,87.59706428752568,
Kolkata,"Belur Math, Howrah - WBPCB",22.629801,88.352017,2025-11-05 19:45:00+00:00,160.3,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,2026-02-09 08:15:00+00:00,0.1,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,0.6777582168579102
Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2026-03-03 02:30:00+00:00,106.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Sector - 5, Vasundhara, Ghaziabad, Uttar Pradesh ",28.658398,77.3780531,2025-11-15 09:00:00+00:00,171.63033345540364,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,0.5036337971687317
Lucknow,"Central School, Lucknow - CPCB",26.8821003,80.9302753,2026-01-01 20:45:00+00:00,143.3,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718,2025-11-11 22:45:00+00:00,43.05,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-08-04 06:00:00+00:00,21.01,28.09517822265628,541.859619140625,100673.78125,3.815093605051432,83.24356898333667,
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2025-10-01 04:15:00+00:00,62.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,2025-11-01 15:30:00+00:00,41.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Delhi,"Santushti Apartments, Vasant Kunj",28.5266,77.1493,2025-12-19 22:00:00+00:00,165.1,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627875,88.3804,2026-03-03 04:45:00+00:00,95.64,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"IGI Airport (T3), Delhi - IMD",28.5627763,77.1180053,2025-09-03 03:45:00+00:00,26.54,25.559930419921898,314.70849609375,97336.9453125,2.876974650774771,98.04961205161014,
Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2026-03-04 10:00:00+00:00,37.16,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Sector-1, Noida - UPPCB",28.589247,77.321962,2025-12-15 03:45:00+00:00,379.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Sector - 62, Noida, UP - IMD",28.6245479,77.3577104,2026-02-06 10:15:00+00:00,50.36,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,2026-01-21 21:30:00+00:00,117.8,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,2026-02-09 02:30:00+00:00,91.0,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,2025-11-02 13:45:00+00:00,16.13,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627875,88.3804,2026-01-06 01:00:00+00:00,98.25,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,2026-01-09 08:00:00+00:00,239.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627875,88.3804,2026-01-02 20:15:00+00:00,140.67,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2025-08-05 21:15:00+00:00,36.0,27.457360839843773,109.70126342773438,97730.375,1.43918897964319,91.77330056094752,
Delhi,New Delhi,28.63576,77.22445,2026-02-02 05:30:00+00:00,125.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-08-03 06:15:00+00:00,14.13,27.86129150390628,643.51513671875,100538.9765625,4.201204927294267,82.17802098889631,
Kolkata,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2026-01-04 16:00:00+00:00,81.7,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,2025-09-10 14:00:00+00:00,51.8,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Burari Crossing, New Delhi - IMD",28.7256504,77.2011573,2026-01-01 09:00:00+00:00,151.82,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,2025-08-12 03:00:00+00:00,25.43,26.8588806152344,469.373046875,100587.578125,2.177923054336947,89.80841785477286,
Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-09-04 04:45:00+00:00,40.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Santushti Apartments, Vasant Kunj",28.5266,77.1493,2025-09-15 17:00:00+00:00,40.75791676839193,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Mindspace-Malad West, Mumbai - MPCB",19.1878657,72.8304069,2025-08-12 03:30:00+00:00,20.45,26.170007324218773,503.284912109375,100463.1171875,3.669892519896399,91.02010377577092,
Nagpur,VNIT NAGPUR,21.123229,79.052856,2025-12-12 05:00:00+00:00,57.50016657511392,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Delhi,Air Check,28.623056,77.234167,2026-02-22 17:00:00+00:00,149.21100006103515,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,2025-12-13 01:00:00+00:00,84.57,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,2026-01-10 01:00:00+00:00,62.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115,2026-02-18 07:45:00+00:00,27.21,21.374383544921898,796.95849609375,91173.9453125,4.225358964327853,92.39654037436505,0.994470715522766
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2025-10-04 01:30:00+00:00,66.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,2025-08-05 00:15:00+00:00,19.03,26.98116455078128,166.2400360107422,100480.9921875,0.9529870845385782,90.81472342795308,
Delhi,"Sector-1, Noida - UPPCB",28.589247,77.321962,2026-02-01 09:30:00+00:00,45.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Pusa, Delhi - DPCC",28.639645,77.146262,2025-08-11 11:00:00+00:00,19.0,32.15566406250002,447.864501953125,97630.765625,1.1187269605529877,72.85484289207793,
Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,2025-11-08 21:30:00+00:00,74.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,2025-12-09 20:15:00+00:00,985.0,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895,2026-02-06 19:15:00+00:00,68.62,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217,2025-08-10 19:30:00+00:00,32.67,20.844171142578148,446.638427734375,91115.9296875,3.483348737265336,90.71430352350198,
Bhubaneswar,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2025-12-06 03:45:00+00:00,80.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
